Player,avg_PER,avg_OWS,avg_DWS,avg_WS,max_OWS,max_DWS,max_WS,NumOfSeasons
Kevin Pritchard\pritcke01,13.3,-0.05,0.12,0.1,0.1,0.0,0.2,4	
Kevin Restani\restake01,11.0,1.0,0.81,1.84,2.7,0.7,3.5,8	
Kevin Salvadori\salvake01,5.2,-0.25,0.15,-0.1,-0.2,0.2,0.0,2	
Kevin Seraphin\serapke01,12.54,-0.23,0.99,0.73,1.2,1.1,2.3,7	
Kevin Stacom\stacoke01,9.63,-0.05,0.57,0.53,0.8,1.0,1.8,6	
Kevin Thompson\thompke01,4.9,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Kevin Williams\willike01,10.2,-0.02,0.54,0.52,0.8,1.1,1.9,5	
Kevin Willis\willike02,14.6,1.67,2.22,3.9,5.1,5.1,10.2,21	
Kevinn Pinkney\pinknke01,11.6,0.1,0.1,0.2,0.1,0.1,0.2,1	
Kevon Looney\looneke01,18.3,0.35,0.15,0.45,0.6,0.3,0.8,2	
Keyon Dooling\doolike01,10.93,0.67,0.76,1.42,2.8,0.9,3.7,13	
Khalid El-Amin\elamikh01,12.2,0.2,0.4,0.6,0.2,0.4,0.6,1	
Khalid Reeves\reevekh01,11.13,0.82,0.57,1.4,2.1,1.4,3.5,6	
Khris Middleton\middlkh01,14.08,2.5,1.6,4.1,3.2,3.5,6.7,4	
Kiki Vandeweghe\vandeki01,17.04,5.15,0.67,5.82,10.5,0.6,11.0,13	
Kim Anderson\anderki01,3.0,-0.6,0.2,-0.4,-0.6,0.2,-0.4,1	
Kim English\engliki01,7.9,0.0,0.2,0.2,0.0,0.2,0.2,1	
Kim Hughes\hugheki01,9.22,-0.48,1.86,1.4,-1.4,3.7,2.3,5	
Kirk Haston\hastoki01,-2.55,-0.35,0.1,-0.3,-0.3,0.1,-0.2,2	
Kirk Hinrich\hinriki01,12.05,1.66,2.36,4.04,5.5,4.6,10.1,13	
Kirk Penney\penneki01,-5.75,-0.1,0.0,-0.1,-0.1,0.0,-0.1,2	
Kirk Snyder\snydeki01,12.18,0.45,0.68,1.12,1.4,0.9,2.2,4	
Kiwane Garris\garriki01,2.4,-0.1,0.0,-0.1,-0.1,0.0,-0.1,2	
Klay Thompson\thompkl01,16.22,3.15,2.07,5.22,5.7,3.1,8.8,6	
Kobe Bryant\bryanko01,21.55,6.11,2.53,8.63,11.6,3.7,15.3,20	
Korleone Young\youngko01,31.3,0.1,0.0,0.1,0.1,0.0,0.1,1	
Kornel David\davidko01,12.1,0.37,0.43,0.8,1.0,0.7,1.7,3	
Kosta Koufos\koufoko01,14.19,1.13,1.27,2.42,3.9,2.5,6.5,9	
Kosta Perovic\perovko01,10.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Kostas Papanikolaou\papanko01,6.9,-0.4,0.55,0.2,-0.4,0.9,0.5,2	
Kris Dunn\dunnkr01,9.4,-0.2,0.3,0.1,-0.2,0.3,0.1,1	
Kris Humphries\humphkr01,14.5,0.96,1.27,2.23,2.7,2.7,5.4,13	
Kris Joseph\josepkr01,0.6,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Kristaps Porzingis\porzikr01,18.75,1.7,1.8,3.45,1.5,2.9,4.3,2	
Kurk Lee\leeku01,5.6,-0.3,0.2,-0.1,-0.3,0.2,-0.1,1	
Kurt Nimphius\nimphku01,11.18,1.08,1.11,2.18,2.5,2.3,4.8,8	
Kurt Rambis\rambiku01,12.54,1.01,1.76,2.74,2.6,2.3,4.8,14	
Kurt Thomas\thomaku01,12.73,1.24,2.32,3.58,4.1,4.1,8.2,18	
Kwame Brown\brownkw01,11.54,0.55,1.18,1.72,2.9,2.0,4.9,12	
Kyle Anderson\anderky01,10.67,0.2,1.3,1.47,0.7,2.8,3.5,3	
Kyle Korver\korveky01,12.59,2.57,1.88,4.47,5.0,2.4,7.5,14	
Kyle Lowry\lowryky01,18.15,3.99,1.81,5.79,8.4,3.3,11.7,11	
Kyle Macy\macyky01,13.9,3.17,1.97,5.14,5.4,3.8,9.2,7	
Kyle O'Quinn\oquinky01,17.22,0.62,1.08,1.7,0.5,2.0,2.5,5	
Kyle Singler\singlky01,7.84,1.14,0.8,1.96,3.6,0.7,4.4,5	
Kyle Weaver\weaveky01,10.73,0.07,0.4,0.5,0.2,1.0,1.2,3	
Kyle Wiltjer\wiltjky01,-9.2,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Kyrie Irving\irvinky01,20.92,4.33,1.32,5.68,8.4,2.0,10.4,6	
Kyrylo Fesenko\fesenky01,12.46,-0.06,0.26,0.18,0.1,0.5,0.6,5	
LaBradford Smith\smithla02,10.7,-0.1,0.57,0.5,0.4,0.4,0.8,3	
LaMarcus Aldridge\aldrila01,20.18,4.62,2.76,7.38,7.6,3.5,11.1,11	
LaMark Baker\bakerla01,-46.6,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
LaPhonso Ellis\ellisla01,13.83,1.34,1.65,2.98,4.1,3.8,8.0,11	
LaRue Martin\martila01,12.1,-0.4,0.85,0.5,0.2,1.6,1.9,4	
LaSalle Thompson\thompla01,11.46,0.53,1.8,2.33,2.5,3.1,5.6,15	
Lamar Green\greenla01,10.33,0.0,1.15,1.15,0.4,2.0,2.4,6	
Lamar Odom\odomla01,15.84,2.56,2.93,5.5,6.1,4.0,10.1,14	
Lamar Patterson\pattela01,5.1,-0.3,0.5,0.2,-0.3,0.5,0.2,1	
Lamond Murray\murrala01,13.46,0.66,1.13,1.8,3.7,1.2,4.9,11	
Lamont Strothers\strotla01,5.85,-0.25,0.0,-0.25,-0.1,0.0,-0.1,2	
Lanard Copeland\copella01,7.0,-0.25,0.05,-0.15,-0.2,0.1,-0.1,2	
Lancaster Gordon\gordola01,8.82,-0.97,0.28,-0.68,-0.1,0.0,0.0,4	
Lance Allred\allrela01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Lance Blanks\blankla01,9.27,-0.03,0.27,0.23,0.1,0.3,0.4,3	
Lance Stephenson\stephla01,10.27,0.2,1.74,1.97,2.6,4.8,7.4,7	
Lance Thomas\thomala01,7.67,0.3,0.27,0.6,1.2,0.5,1.7,6	
Landry Fields\fieldla01,11.04,0.94,1.14,2.1,3.4,1.8,5.3,5	
Langston Galloway\gallola01,12.4,0.73,0.97,1.73,1.4,1.8,3.3,3	
Lari Ketner\ketnela01,-1.75,-0.1,0.1,-0.05,-0.1,0.2,0.0,2	
Laron Profit\profila01,9.85,-0.12,0.3,0.17,0.1,0.4,0.4,4	
Larry Bird*\birdla01,23.08,6.67,4.54,11.22,9.6,6.2,15.8,13	
Larry Cannon\cannola01,10.2,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Larry Comley\comlela01,5.6,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Larry Costello\costela01,14.5,3.51,1.66,5.18,6.3,2.3,8.6,8	
Larry Demic\demicla01,7.83,-0.33,0.77,0.47,0.8,0.8,1.6,3	
Larry Drew\drewla01,13.29,1.24,1.22,2.44,5.1,2.1,7.2,10	
Larry Drew\drewla02,4.5,-0.5,0.1,-0.4,-0.5,0.1,-0.4,1	
Larry Fogle\foglela01,-0.5,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Larry Foust\foustla01,14.2,1.95,1.15,3.1,2.6,0.5,3.1,2	
Larry Hughes\hughela01,13.38,0.74,1.74,2.47,4.6,3.1,7.7,13	
Larry Johnson\johnsla01,8.0,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Larry Johnson\johnsla02,15.93,4.41,2.55,6.97,8.8,1.3,10.1,10	
Larry Jones\jonesla01,10.95,0.55,0.7,1.3,1.7,1.1,2.9,2	
Larry Kenon\kenonla01,16.36,3.01,2.2,5.2,6.2,3.3,9.5,7	
Larry Krystkowiak\krystla01,12.73,0.73,1.01,1.74,3.1,3.2,6.3,9	
Larry McNeill\mcneila01,17.47,1.3,0.93,2.22,2.0,2.4,4.4,6	
Larry Micheaux\michela01,15.45,0.55,0.7,1.25,0.8,0.8,1.6,2	
Larry Mikan\mikanla01,8.4,-1.0,0.2,-0.8,-1.0,0.2,-0.8,1	
Larry Moffett\moffela01,4.0,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Larry Nance Jr.\nancela02,14.75,1.1,0.7,1.8,1.3,0.9,2.2,2	
Larry Nance\nancela01,19.56,4.99,3.43,8.42,8.2,4.0,12.2,13	
Larry Owens\owensla01,8.5,0.05,0.1,0.15,0.1,0.2,0.2,2	
Larry Robinson\robinla01,7.81,-0.0,0.13,0.13,0.6,0.5,1.1,7	
Larry Sanders\sandela01,14.44,0.36,1.7,2.06,2.3,3.7,6.0,5	
Larry Siegfried\siegfla01,13.04,1.34,2.32,3.68,3.7,2.7,6.4,9	
Larry Smith\smithla01,11.82,1.58,1.95,3.55,3.7,2.4,6.1,13	
Larry Spriggs\sprigla01,11.88,0.2,0.48,0.7,1.2,1.4,2.6,5	
Larry Staverman\stavela01,13.07,1.12,0.22,1.32,1.1,0.5,1.6,4	
Larry Steele\steella01,12.41,1.67,1.49,3.14,3.1,2.6,5.7,9	
Larry Stewart\stewala01,12.66,1.04,0.88,1.96,2.9,1.8,4.7,5	
Larry Sykes\sykesla01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Larry Wright\wrighla01,7.93,0.83,0.95,1.77,2.0,1.5,3.5,6	
Lars Hansen\hansela01,13.6,0.4,0.3,0.6,0.4,0.3,0.6,1	
Latrell Sprewell\sprewla01,15.12,2.18,2.14,4.33,7.0,1.1,8.1,13	
Lavor Postell\postela01,8.67,-0.2,0.1,-0.1,-0.2,0.1,-0.1,3	
Lavoy Allen\allenla01,11.92,0.8,1.27,2.05,1.6,2.1,3.7,6	
Lawrence Boston\bostola01,12.6,0.1,0.1,0.2,0.1,0.1,0.2,1	
Lawrence Funderburke\fundela01,15.36,1.14,0.69,1.86,2.5,1.2,3.7,7	
Lawrence Moten\motenla01,8.97,-0.23,0.23,0.03,0.1,0.4,0.6,3	
Lawrence Roberts\roberla01,13.6,0.8,0.45,1.25,1.4,0.6,2.0,2	
Lazar Hayward\haywala01,8.37,-0.03,0.1,0.1,0.1,0.2,0.3,3	
Lazaro Borrell\borrela01,15.0,0.1,0.2,0.3,0.1,0.2,0.3,1	
LeBron James\jamesle01,27.64,9.78,4.26,14.04,13.7,6.5,20.3,14	
LeRon Ellis\ellisle02,7.9,0.13,0.3,0.43,1.0,0.6,1.6,3	
Leandro Barbosa\barbole01,14.61,1.79,0.89,2.68,6.1,2.1,8.2,14	
Ledell Eackles\eacklle01,13.5,0.81,0.74,1.53,1.6,0.8,2.4,7	
Lee Johnson\johnsle01,0.8,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Lee Mayberry\maybele01,9.73,0.91,0.2,1.11,1.7,0.5,2.1,7	
Lee Nailon\nailole01,13.77,0.7,0.63,1.35,1.7,1.7,3.5,6	
Lee Shaffer\shaffle01,13.93,1.07,1.7,2.73,2.6,2.4,5.0,3	
Lee Winfield\winfile01,12.6,1.17,0.56,1.73,3.3,1.2,4.5,7	
Len Chappell\chapple01,14.76,1.39,0.71,2.1,3.1,1.6,4.7,9	
Len Elmore\elmorle01,10.35,-0.16,1.83,1.65,0.5,3.6,4.1,8	
Len Kosmalski\kosmale01,11.05,0.0,0.3,0.3,0.0,0.5,0.5,2	
Lenny Wilkens*\wilkele01,16.37,4.02,2.37,6.37,6.3,3.8,10.1,15	
Leo Rautins\rautile01,2.2,-0.2,0.15,-0.05,0.0,0.0,0.0,2	
Leon Benbow\benbole01,10.85,-0.05,0.9,0.85,0.1,1.4,1.5,2	
Leon Douglas\douglle01,10.2,0.76,1.4,2.16,1.4,2.2,3.6,7	
Leon Powe\powele01,15.58,1.36,1.02,2.4,2.7,2.2,4.9,5	
Leon Smith\smithle01,17.85,0.05,0.05,0.1,0.1,0.1,0.2,2	
Leon Wood\woodle01,12.53,0.82,0.32,1.13,2.1,0.0,2.2,6	
Leonard Gray\grayle01,12.63,1.37,1.93,3.3,2.2,2.0,4.1,3	
Leonard Taylor\taylole01,3.8,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Leroy Combs\combsle01,13.5,-0.2,0.6,0.4,-0.2,0.6,0.4,1	
Leroy Ellis\ellisle01,12.86,1.27,2.03,3.31,3.2,3.3,6.4,14	
Les Hunter\huntele01,8.8,-0.5,0.0,-0.5,-0.5,0.0,-0.5,1	
Les Jepsen\jepsele01,8.9,-0.05,0.1,0.05,0.0,0.1,0.1,2	
Lester Conner\connele01,13.87,1.15,1.22,2.37,3.6,2.6,6.2,12	
Lester Hudson\hudsole01,12.28,-0.08,0.12,0.08,0.1,0.1,0.2,4	
Levi Fontaine\fontale01,12.1,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Lewis Brown\brownle02,-18.6,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Lewis Lloyd\lloydle01,15.5,1.74,1.09,2.84,4.5,1.8,6.3,7	
Linas Kleiza\kleizli01,11.8,1.04,0.9,1.94,3.1,1.6,4.7,7	
Lindsay Hairston\hairsli01,14.8,0.3,0.7,1.0,0.3,0.7,1.0,1	
Lindsey Hunter\hunteli01,10.45,0.57,1.35,1.93,3.0,3.4,6.4,17	
Linton Johnson\johnsli01,6.98,-0.05,0.45,0.45,0.8,1.0,1.9,6	
Linton Townes\towneli01,4.07,0.03,0.13,0.2,0.2,0.4,0.7,3	
Lionel Chalmers\chalmli01,6.5,-0.5,0.2,-0.2,-0.5,0.2,-0.2,1	
Lionel Hollins\hollili01,12.66,0.19,2.09,2.29,1.5,3.7,5.2,10	
Lionel Simmons\simmoli01,13.31,0.39,2.01,2.41,0.8,3.5,4.3,7	
Litterial Green\greenli01,4.76,0.14,0.22,0.32,0.4,0.4,0.8,5	
Lloyd Daniels\daniell01,11.12,0.12,0.52,0.64,0.5,1.3,1.8,5	
Lloyd Neal\nealll01,13.33,1.69,1.56,3.24,3.7,1.1,4.8,7	
Lloyd Walton\waltoll01,11.54,0.32,0.74,1.06,0.9,1.0,1.9,5	
Logan Vander Velden\vandelo01,1.8,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Lonnie Shelton\sheltlo01,13.37,1.19,2.56,3.73,3.5,4.1,7.5,10	
Lonny Baxter\baxtelo01,6.95,0.2,0.53,0.72,0.5,1.0,1.5,4	
Loren Meyer\meyerlo01,4.9,-0.3,0.43,0.17,0.2,0.8,1.1,3	
Loren Woods\woodslo01,11.52,0.03,0.47,0.53,0.4,0.6,1.1,6	
Lorenzen Wright\wrighlo02,11.75,0.81,1.52,2.35,1.3,3.8,5.2,13	
Lorenzo Brown\brownlo01,7.87,-0.23,0.17,-0.07,0.1,0.2,0.3,3	
Lorenzo Charles\charllo01,11.5,0.3,0.2,0.5,0.3,0.2,0.5,1	
Lorenzo Romar\romarlo01,11.16,0.86,0.74,1.62,1.6,1.0,2.7,5	
Lorenzo Williams\willilo01,11.44,0.2,0.86,1.04,0.5,2.7,3.1,7	
Lou Amundson\amundlo01,10.46,0.08,0.59,0.69,1.5,1.3,2.9,10	
Lou Hudson\hudsolo01,17.05,4.87,1.36,6.22,9.8,1.3,11.1,13	
Lou Roe\roelo01,6.0,-0.25,0.25,0.0,-0.1,0.5,0.4,2	
Lou Williams\willilo02,17.18,2.58,1.06,3.66,5.4,1.1,6.6,12	
Louie Dampier*\dampilo01,12.47,1.63,0.63,2.27,3.0,1.0,4.0,3	
Louie Nelson\nelsolo01,11.94,0.54,0.72,1.26,1.3,1.6,2.9,5	
Louis Orr\orrlo01,12.08,1.54,1.7,3.21,2.9,1.9,4.8,8	
Lowes Moore\moorelo01,13.8,0.1,0.43,0.5,0.0,1.1,1.1,3	
Loy Petersen\peterlo01,9.45,-0.15,0.25,0.15,-0.1,0.3,0.3,2	
Loy Vaught\vaughlo01,13.45,1.51,1.75,3.24,3.4,2.9,6.3,11	
Luc Longley\longllu01,11.14,-0.04,1.8,1.75,0.7,2.8,3.5,10	
Luc Mbah a Moute\mbahalu01,10.63,0.53,1.81,2.38,1.5,3.3,4.8,9	
Lucas Nogueira\noguelu01,13.33,0.37,0.37,0.73,0.9,0.6,1.5,3	
Lucious Harris\harrilu01,12.43,1.39,1.02,2.38,3.0,2.1,5.1,12	
Lucius Allen\allenlu01,14.68,2.27,1.94,4.21,4.7,3.4,8.2,10	
Luigi Datome\datomlu01,11.55,0.0,0.15,0.15,0.2,0.2,0.4,2	
Luis Flores\florelu01,10.1,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Luis Montero\montelu01,-2.7,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Luis Scola\scolalu01,15.88,2.09,2.43,4.52,4.3,4.3,8.6,10	
Luke Babbitt\babbilu01,8.93,0.34,0.29,0.64,1.1,0.5,1.6,7	
Luke Harangody\haranlu01,10.25,0.0,0.4,0.4,-0.1,0.7,0.6,2	
Luke Jackson\jackslu01,12.54,0.49,2.3,2.8,0.6,4.5,5.1,8	
Luke Jackson\jackslu02,10.9,-0.1,0.15,0.05,0.0,0.1,0.1,4	
Luke Ridnour\ridnolu01,13.32,2.06,0.93,3.01,4.0,2.2,6.2,12	
Luke Schenscher\schenlu01,6.6,0.0,0.15,0.15,0.1,0.2,0.3,2	
Luke Walton\waltolu01,10.35,0.49,0.87,1.36,2.6,1.2,3.8,10	
Luke Witte\wittelu01,11.8,0.0,0.4,0.4,0.4,0.6,1.0,3	
Luke Zeller\zellelu01,5.6,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Luol Deng\denglu01,15.18,2.62,2.95,5.6,5.7,5.6,11.3,13	
Luther Green\greenlu01,-9.4,-0.3,0.0,-0.3,-0.3,0.0,-0.3,1	
Luther Head\headlu01,11.93,0.78,1.62,2.47,2.2,3.4,5.7,6	
Luther Rackley\rackllu01,7.84,0.38,0.56,0.92,1.4,0.5,1.9,5	
Luther Wright\wrighlu01,-0.4,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Lynn Greer\greerly01,14.0,0.7,0.1,0.7,0.7,0.1,0.7,1	
M.L. Carr\carrml01,12.29,1.29,1.93,3.22,4.5,3.4,7.9,9	
Maalik Wayns\waynsma01,12.15,-0.2,0.05,-0.1,0.0,0.0,0.1,2	
Maceo Baston\bastoma01,15.4,0.3,0.25,0.58,0.5,0.5,1.1,4	
Maciej Lampe\lampema01,5.03,-0.23,0.13,-0.07,0.0,0.1,0.1,3	
Mack Calvin\calvima01,13.75,1.05,0.47,1.5,1.9,0.9,2.8,4	
Magic Johnson*\johnsma02,23.98,8.52,3.49,11.98,12.8,3.8,16.5,13	
Mahmoud Abdul-Rauf\abdulma02,14.88,1.88,0.93,2.79,4.4,2.4,6.8,9	
Major Jones\jonesma01,11.57,0.13,0.77,0.92,-0.1,1.4,1.3,6	
Makhtar N'Diaye\ndiayma01,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Mal Graham\grahama01,6.7,-0.15,0.55,0.4,0.2,0.9,1.1,2	
Malachi Richardson\richama01,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Malcolm Brogdon\brogdma01,12.3,0.3,0.4,0.7,0.3,0.4,0.7,1	
Malcolm Delaney\delanma01,8.4,-0.3,0.3,0.1,-0.3,0.3,0.1,1	
Malcolm Lee\leema01,-0.2,0.03,0.13,0.17,0.1,0.3,0.4,3	
Malcolm Mackey\mackema01,12.6,0.0,0.1,0.1,0.0,0.1,0.1,1	
Malcolm Thomas\thomama01,8.43,-0.05,0.1,0.03,0.1,0.1,0.2,4	
Malik Allen\allenma01,9.78,-0.17,0.82,0.68,0.6,0.5,1.1,10	
Malik Beasley\beaslma01,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Malik Hairston\hairsma01,11.8,0.1,0.35,0.4,0.3,0.4,0.7,2	
Malik Rose\rosema01,12.44,0.34,1.7,2.04,1.9,3.3,5.2,13	
Malik Sealy\sealyma01,13.16,0.79,1.34,2.14,3.4,2.1,5.5,8	
Mamadou N'Diaye\ndiayma02,12.84,0.18,0.18,0.38,0.4,0.4,0.8,5	
Manny Harris\harrima01,11.0,-0.13,0.23,0.1,0.1,0.2,0.3,3	
Manny Leaks\leaksma01,10.25,-0.8,1.25,0.5,-0.4,1.2,0.8,2	
Manu Ginobili\ginobma01,20.21,3.84,2.95,6.79,6.6,4.5,11.1,15	
Manute Bol\bolma01,8.71,-0.69,1.89,1.22,-0.4,4.2,3.9,10	
MarShon Brooks\brookma01,13.97,0.37,0.47,0.83,0.5,0.8,1.3,3	
Marc Gasol\gasolma01,18.88,3.92,3.29,7.2,6.1,5.4,11.5,9	
Marc Iavaroni\iavarma01,7.8,-0.33,1.5,1.14,0.0,1.7,1.7,7	
Marc Jackson\jacksma02,13.44,0.97,0.89,1.86,2.9,1.7,4.6,7	
Marcelo Huertas\huertma01,10.0,-0.15,0.1,-0.1,-0.2,0.1,-0.1,2	
Marcin Gortat\gortama01,17.47,2.64,2.39,5.02,4.4,4.2,8.6,10	
Marco Belinelli\belinma01,11.77,1.26,0.92,2.2,3.5,2.4,5.9,10	
Marcus Banks\banksma01,11.34,0.2,0.62,0.82,0.9,1.4,2.3,8	
Marcus Brown\brownma01,7.0,0.05,0.1,0.15,0.2,0.2,0.4,2	
Marcus Camby\cambyma01,17.18,1.56,3.22,4.79,4.8,5.5,10.3,17	
Marcus Cousin\cousima01,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Marcus Fizer\fizerma01,13.7,-0.2,0.67,0.45,0.8,0.6,1.4,6	
Marcus Haislip\haislma01,10.9,0.0,0.12,0.12,0.4,0.2,0.6,4	
Marcus Landry\landrma01,7.2,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Marcus Liberty\liberma01,11.25,0.1,0.95,1.0,1.0,1.5,2.4,4	
Marcus Morris\morrima03,11.77,1.42,1.42,2.85,2.9,2.5,5.4,6	
Marcus Smart\smartma01,10.93,0.37,1.73,2.07,0.5,2.4,2.9,3	
Marcus Thornton\thornma01,15.07,1.81,0.68,2.48,3.1,0.9,4.0,8	
Marcus Vinicius\vincima01,9.25,0.0,0.1,0.1,0.0,0.1,0.1,2	
Marcus Webb\webbma01,20.1,0.1,0.0,0.1,0.1,0.0,0.1,1	
Marcus Williams\willima03,9.2,-0.5,0.5,0.0,-0.4,0.5,0.2,4	
Marcus Williams\willima04,29.9,-0.05,0.0,-0.05,0.0,0.0,0.0,2	
Mardy Collins\collima01,7.58,-0.83,0.4,-0.4,-0.6,0.6,0.0,4	
Mario Bennett\bennema01,5.22,0.25,0.22,0.47,0.9,0.6,1.5,4	
Mario Chalmers\chalmma01,12.95,1.59,2.39,3.96,2.1,3.1,5.2,8	
Mario Elie\eliema01,13.08,2.79,1.64,4.44,6.3,2.6,8.9,11	
Mario Hezonja\hezonma01,6.35,-0.35,0.6,0.2,-0.1,1.0,0.9,2	
Mario Kasun\kasunma01,10.45,0.1,0.3,0.45,0.1,0.4,0.6,2	
Mario West\westma02,9.4,0.1,0.23,0.35,0.2,0.2,0.5,4	
Mark Acres\acresma01,9.0,0.87,0.7,1.57,1.4,1.1,2.5,6	
Mark Aguirre\aguirma01,18.09,3.56,1.64,5.23,7.0,2.0,9.0,13	
Mark Alarie\alarima01,12.56,0.76,0.9,1.66,1.5,1.6,3.1,5	
Mark Blount\blounma01,11.6,0.5,1.6,2.08,3.7,2.9,6.5,9	
Mark Bradtke\bradtma01,9.6,0.1,0.1,0.2,0.1,0.1,0.2,1	
Mark Bryant\bryanma01,9.77,0.78,0.98,1.75,2.1,1.4,3.6,15	
Mark Crow\crowma01,12.8,0.1,0.1,0.2,0.1,0.1,0.2,1	
Mark Davis\davisma01,15.0,0.4,0.3,0.7,0.4,0.3,0.7,1	
Mark Davis\davisma02,8.44,-0.16,0.64,0.44,1.3,1.0,2.3,5	
Mark Eaton\eatonma01,10.75,-0.3,4.35,4.06,0.0,6.5,6.6,11	
Mark Hendrickson\hendrma01,10.9,0.22,0.3,0.53,0.7,0.2,0.9,4	
Mark Jackson\jacksma01,15.67,3.22,2.19,5.38,5.3,2.7,7.9,17	
Mark Jones\jonesma02,14.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Mark Jones\jonesma03,4.4,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Mark Landsberger\landsma01,11.99,0.6,1.14,1.73,1.6,1.8,3.4,7	
Mark Macon\maconma01,7.78,-0.85,0.87,0.02,-0.8,1.3,0.5,6	
Mark Madsen\madsema01,6.38,0.37,0.53,0.91,1.1,1.5,2.7,9	
Mark McNamara\mcnamma01,9.19,0.1,0.24,0.35,0.7,0.5,1.2,8	
Mark Minor\minorma01,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Mark Olberding\olberma01,12.29,2.4,1.53,3.92,4.4,2.3,6.6,11	
Mark Pope\popema01,1.73,0.05,0.17,0.2,0.8,0.5,1.3,6	
Mark Price\pricema01,18.51,4.33,1.59,5.92,8.0,3.3,11.3,12	
Mark Radford\radfoma01,11.2,-0.4,0.6,0.2,-0.1,0.5,0.4,2	
Mark Randall\randama01,9.95,0.1,0.12,0.25,0.3,0.1,0.5,4	
Mark Sibley\siblema01,9.3,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Mark Strickland\stricma01,14.23,0.38,0.5,0.89,1.5,1.3,2.8,8	
Mark Wade\wadema01,12.9,-0.2,0.05,-0.15,0.0,0.0,0.0,2	
Mark West\westma01,10.04,0.82,1.64,2.46,4.2,4.0,8.2,17	
Markel Brown\brownma02,10.2,0.0,0.55,0.55,0.2,0.4,0.6,2	
Markieff Morris\morrima02,13.78,0.73,1.8,2.55,4.0,2.4,6.4,6	
Marko Jaric\jaricma01,11.66,0.37,1.36,1.71,1.1,1.7,2.8,7	
Marko Milic\milicma01,11.15,-0.05,0.1,0.1,0.1,0.2,0.3,2	
Marlon Garnett\garnema01,6.5,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Marlon Maxey\maxeyma01,15.6,0.7,0.55,1.3,0.9,0.7,1.7,2	
Marlon Redmond\redmoma01,11.3,-0.3,0.6,0.3,-0.1,0.4,0.3,2	
Marques Bragg\braggma01,9.8,-0.3,0.3,0.1,-0.3,0.3,0.1,1	
Marques Johnson\johnsma01,18.49,4.82,2.44,7.25,9.2,3.0,12.2,11	
Marquese Chriss\chrisma01,9.5,-0.2,0.3,0.1,-0.2,0.3,0.1,1	
Marquis Daniels\daniema01,12.42,0.4,1.24,1.66,2.4,1.7,4.2,10	
Marquis Teague\teaguma01,4.9,-0.85,0.4,-0.4,-0.7,0.4,-0.3,2	
Marreese Speights\speigma01,17.02,1.18,1.32,2.52,2.2,1.8,4.0,9	
Marshall Plumlee\plumlma02,11.7,0.1,0.0,0.1,0.1,0.0,0.1,1	
Marshall Rogers\rogerma01,9.8,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Martell Webster\webstma02,9.13,1.47,0.99,2.47,3.9,2.4,6.3,10	
Martin Lewis\lewisma01,11.05,0.05,0.05,0.05,0.1,0.0,0.1,2	
Martin Muursepp\muursma01,14.9,0.55,0.45,1.0,0.8,0.6,1.4,2	
Martin Nessley\nesslma01,2.8,-0.5,0.4,-0.1,-0.5,0.4,-0.1,1	
Marty Byrnes\byrnema01,9.85,0.75,0.33,1.05,2.1,0.2,2.3,4	
Marty Conlon\conloma01,11.37,0.6,0.39,0.99,2.0,1.2,3.1,9	
Martynas Andriuskevicius\andrima01,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1	
Marv Roberts\roberma01,6.0,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Marv Winkler\winklma01,11.4,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
