Player,avg_PER,avg_OWS,avg_DWS,avg_WS,max_OWS,max_DWS,max_WS,NumOfSeasons
Randy Allen\allenra01,7.65,-0.2,0.3,0.1,-0.3,0.6,0.2,2	
Randy Breuer\breuera01,12.12,0.4,1.52,1.91,2.4,2.8,5.1,11	
Randy Brown\brownra02,10.17,-0.25,1.18,0.93,0.4,2.0,2.4,12	
Randy Denton\dentora01,11.2,-0.2,0.6,0.4,-0.2,0.6,0.4,1	
Randy Foye\foyera01,11.68,1.33,0.79,2.09,3.3,1.3,4.6,11	
Randy Holcomb\holcora01,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Randy Livingston\livinra01,8.25,-0.08,0.29,0.22,-0.2,1.7,1.5,11	
Randy Smith\smithra01,16.2,3.45,1.57,5.0,6.5,2.9,9.4,12	
Randy White\whitera01,10.74,-0.62,1.0,0.38,0.0,0.8,0.8,5	
Randy Wittman\wittmra01,9.61,1.2,0.72,1.9,3.9,2.0,5.9,9	
Randy Woods\woodsra01,11.38,-0.1,0.25,0.18,0.0,0.2,0.3,4	
Rashad McCants\mccanra01,11.85,0.1,0.8,0.9,0.9,0.8,1.7,4	
Rashad Vaughn\vaughra01,6.85,-0.6,0.25,-0.35,0.0,0.1,0.1,2	
Rashard Lewis\lewisra02,15.11,3.81,1.86,5.68,6.1,3.7,9.8,16	
Rasheed Wallace\wallara01,16.75,2.99,3.58,6.57,6.8,4.2,11.0,16	
Rasho Nesterovic\nestera01,12.58,1.18,2.14,3.32,1.6,5.6,7.2,12	
Rastko Cvetkovic\cvetkra01,2.1,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Rasual Butler\butlera01,10.36,0.48,1.1,1.61,2.2,2.4,4.6,13	
Ratko Varda\vardara01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Raul Lopez\lopezra01,12.45,0.25,0.75,1.05,0.1,1.2,1.4,2	
Raul Neto\netora01,13.05,0.15,0.85,0.95,0.2,1.6,1.8,2	
Rawle Marshall\marshra01,8.4,-0.2,0.3,0.1,-0.1,0.3,0.2,2	
Ray Allen\allenra02,18.34,6.2,1.86,8.07,11.5,2.2,13.7,18	
Ray Blume\blumera01,9.7,-0.5,0.3,-0.1,-0.5,0.3,-0.1,1	
Ray Epps\eppsra01,7.9,0.0,0.0,0.1,0.0,0.0,0.1,1	
Ray Felix\felixra01,10.0,0.2,1.43,1.63,0.8,1.5,2.3,3	
Ray McCallum\mccalra01,10.43,0.2,0.47,0.7,0.8,0.5,1.4,3	
Ray Owes\owesra01,11.1,0.1,0.4,0.4,0.1,0.4,0.4,1	
Ray Scott\scottra01,15.57,0.57,2.86,3.43,1.5,3.9,5.5,9	
Ray Tolbert\tolbera01,9.72,-0.1,0.7,0.58,-0.3,1.3,1.1,5	
Ray Williams\willira01,15.99,1.48,2.21,3.71,6.0,2.2,8.2,10	
Raymond Brown\brownra01,-0.9,-0.3,0.0,-0.2,-0.3,0.0,-0.2,1	
Raymond Felton\feltora01,13.58,1.26,1.75,3.02,2.5,4.0,6.5,12	
Raymond Townsend\townsra01,8.27,-0.23,0.53,0.33,0.1,0.7,0.8,3	
Red Kerr\kerrre01,16.0,1.63,2.96,4.59,2.9,4.9,7.8,7	
Reece Gaines\gainere01,5.43,-0.23,0.03,-0.2,0.0,0.0,0.0,3	
Reggie Bullock\bullore01,9.88,0.1,0.27,0.4,0.8,0.4,1.2,4	
Reggie Carter\cartere01,9.1,-0.35,0.55,0.2,-0.3,0.6,0.3,2	
Reggie Evans\evansre01,11.53,0.52,1.58,2.1,0.8,3.5,4.3,13	
Reggie Geary\gearyre01,7.75,-0.5,0.8,0.3,-0.1,0.4,0.3,2	
Reggie Hanson\hansore01,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Reggie Harding\hardire01,11.35,-0.23,1.62,1.43,-0.4,3.5,3.1,4	
Reggie Jackson\jacksre01,14.32,1.85,1.37,3.22,4.9,1.9,6.9,6	
Reggie Johnson\johnsre01,12.22,1.33,1.43,2.73,2.3,1.6,3.9,4	
Reggie Jordan\jordare01,14.12,0.22,0.28,0.52,0.6,0.5,1.2,6	
Reggie King\kingre01,12.08,1.87,2.27,4.13,4.4,3.9,8.3,6	
Reggie Lewis\lewisre01,16.7,4.03,2.47,6.48,5.6,3.5,9.1,6	
Reggie Miller*\millere01,18.19,7.8,1.89,9.69,11.7,0.8,12.5,18	
Reggie Slater\slatere01,14.59,0.44,0.21,0.65,1.2,0.7,1.8,8	
Reggie Smith\smithre01,8.5,-0.05,0.25,0.2,0.0,0.4,0.4,2	
Reggie Theus\theusre01,16.45,3.83,1.32,5.15,7.1,2.1,9.2,13	
Reggie Williams\willire01,12.51,0.83,1.77,2.61,3.7,2.9,6.6,10	
Reggie Williams\willire02,14.86,0.81,0.11,0.91,3.4,0.3,3.7,7	
Renaldo Balkman\balkmre01,12.43,0.47,0.73,1.18,1.1,1.7,2.8,6	
Renaldo Major\majorre01,-3.7,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Rex Chapman\chapmre01,13.57,1.25,0.81,2.07,2.4,2.1,4.5,12	
Rex Morgan\morgare01,9.7,-0.05,0.3,0.25,0.0,0.4,0.4,2	
Rex Walters\waltere01,11.27,0.56,0.36,0.93,0.7,0.8,1.6,7	
Rich Eichhorst\eichhdi01,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Rich Johnson\johnsri01,13.9,0.03,0.4,0.47,0.3,0.9,1.2,3	
Rich Jones\jonesri01,12.5,-0.5,1.1,0.6,-0.5,1.1,0.6,1	
Rich Kelley\kelleri01,14.3,1.22,2.65,3.85,4.1,4.5,8.6,11	
Rich King\kingri01,2.97,-0.03,0.08,0.05,0.0,0.2,0.2,4	
Rich Laurel\laureri01,7.5,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Rich Manning\manniri01,8.25,-0.25,0.15,-0.15,-0.1,0.1,-0.1,2	
Rich Niemann\niemari01,9.2,0.0,0.1,0.1,0.0,0.2,0.2,2	
Rich Rinaldi\rinalri01,9.93,-0.2,0.3,0.07,-0.2,0.7,0.4,3	
Rich Yonakor\yonakri01,20.4,0.2,0.1,0.3,0.2,0.1,0.3,1	
Richard Anderson\anderri01,12.5,0.35,0.92,1.28,0.7,1.6,2.3,6	
Richard Coffey\cofferi01,7.9,0.1,0.1,0.2,0.1,0.1,0.2,1	
Richard Dumas\dumasri02,15.1,0.73,0.8,1.5,2.1,1.9,3.9,3	
Richard Hamilton\hamilri01,15.83,2.84,1.64,4.48,5.7,2.4,8.1,14	
Richard Jefferson\jefferi01,13.61,3.04,2.04,5.1,7.6,4.1,11.7,16	
Richard Morton\mortori01,12.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Richard Petruska\petruri01,12.3,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Richard Rellford\rellfri01,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1	
Richard Washington\washiri01,11.12,0.32,1.5,1.78,1.3,2.6,3.9,6	
Richaun Holmes\holmeri01,16.55,0.65,0.5,1.15,1.0,0.5,1.5,2	
Richie Frahm\frahmri01,10.75,0.53,0.17,0.7,1.4,0.1,1.5,4	
Richie Guerin*\gueriri01,15.77,4.04,1.52,5.56,9.2,3.0,12.1,10	
Rick Adelman\adelmri01,11.01,0.29,1.14,1.43,1.5,1.9,3.4,7	
Rick Barry*\barryri01,19.85,5.92,3.43,9.34,10.1,4.3,14.4,10	
Rick Brunson\brunsri01,9.52,-0.1,0.47,0.39,0.3,1.6,1.9,9	
Rick Calloway\callori01,6.6,-0.8,0.4,-0.3,-0.8,0.4,-0.3,1	
Rick Carlisle\carliri01,3.9,-0.22,0.28,0.1,0.0,0.9,0.9,5	
Rick Fox\foxri01,13.35,1.75,1.69,3.45,2.5,2.8,5.3,13	
Rick Hughes\hugheri02,10.9,0.1,0.1,0.1,0.1,0.1,0.1,1	
Rick Mahorn\mahorri01,10.42,0.58,2.29,2.87,0.0,6.2,6.2,18	
Rick Roberson\roberri01,12.77,0.39,1.73,2.1,0.4,3.2,3.6,7	
Rick Robey\robeyri01,10.04,0.65,1.34,1.96,2.8,2.7,5.5,8	
Rick Weitzman\weitzri01,5.6,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Rick Wilson\wilsori01,5.85,-0.3,0.35,0.05,-0.3,0.6,0.3,2	
Rickey Brown\brownri01,9.74,0.04,0.9,0.94,0.4,1.4,1.8,5	
Rickey Green\greenri01,14.04,1.87,1.51,3.37,5.0,3.0,7.9,14	
Rickey Williams\williri01,9.6,-0.4,0.3,-0.1,-0.4,0.3,-0.1,1	
Rickie Winslow\winslri01,-3.4,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Ricky Berry\berryri01,13.1,1.6,0.8,2.4,1.6,0.8,2.4,1	
Ricky Blanton\blantri01,19.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ricky Davis\davisri01,14.11,1.19,1.15,2.35,3.9,1.9,5.7,12	
Ricky Grace\graceri01,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ricky Ledo\ledori01,9.5,-0.3,0.0,-0.3,0.0,0.0,0.0,2	
Ricky Marsh\marshri01,8.4,-0.3,0.8,0.5,-0.3,0.8,0.5,1	
Ricky Pierce\piercri01,16.39,3.43,1.09,4.51,7.3,2.1,9.4,16	
Ricky Rubio\rubiori01,15.25,1.27,1.75,3.03,2.2,3.6,5.9,6	
Ricky Sobers\soberri01,13.71,1.08,1.83,2.91,3.0,2.2,5.3,11	
Ricky Wilson\wilsori02,10.0,0.1,0.2,0.3,0.1,0.2,0.3,1	
Rik Smits\smitsri01,17.84,2.51,2.19,4.71,4.7,3.0,7.8,12	
Rob Kurz\kurzro01,11.8,0.5,0.2,0.7,0.5,0.2,0.7,1	
Rob Lock\lockro01,5.3,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Rob Rose\rosero01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Rob Williams\williro02,12.0,0.4,0.65,1.05,1.6,0.6,2.2,2	
Robbie Hummel\hummero01,9.65,0.65,0.35,0.95,0.6,0.6,1.1,2	
Robert Archibald\archiro01,4.0,-0.25,0.2,0.0,-0.2,0.4,0.2,2	
Robert Churchwell\churcro01,1.2,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Robert Covington\covinro01,13.1,0.23,1.33,1.57,1.6,2.3,4.0,4	
Robert Hawkins\hawkiro01,20.07,0.23,0.55,0.72,0.5,1.4,1.9,4	
Robert Hite\hitero01,7.4,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Robert Horry\horryro01,13.19,1.46,2.69,4.16,3.3,3.6,6.9,16	
Robert Pack\packro01,13.77,0.28,0.82,1.1,1.4,1.7,3.1,13	
Robert Parish*\parisro01,18.65,3.53,3.47,7.0,6.0,4.9,10.9,21	
Robert Reid\reidro01,11.77,1.38,1.72,3.09,3.6,3.6,7.2,13	
Robert Sacre\sacrero01,9.2,0.25,0.38,0.6,0.7,0.7,1.4,4	
Robert Smith\smithro01,9.16,0.41,0.39,0.81,1.6,1.3,2.9,7	
Robert Swift\swiftro01,8.07,0.17,0.23,0.4,0.7,0.3,1.1,4	
Robert Traylor\traylro01,14.77,0.54,1.34,1.9,1.3,1.2,2.5,7	
Robert Werdann\werdaro01,10.0,-0.1,0.13,0.03,0.0,0.2,0.2,3	
Robert Whaley\whalero01,7.6,-0.2,0.3,0.0,-0.2,0.3,0.0,1	
Robin Jones\jonesro01,10.4,0.35,0.7,1.1,0.7,1.4,2.2,2	
Robin Lopez\lopezro01,16.07,2.69,1.28,3.94,7.0,2.6,9.5,9	
Rock Lee\leero02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Rod Derline\derliro01,12.95,0.15,0.3,0.4,0.1,0.4,0.5,2	
Rod Foster\fostero01,10.2,-0.13,0.9,0.73,0.6,1.0,1.6,3	
Rod Freeman\freemro01,10.9,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Rod Higgins\higgiro01,12.4,2.11,0.79,2.9,4.4,1.5,5.9,13	
Rod Knowles\knowlro01,-0.1,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Rod Strickland\stricro02,16.97,2.88,2.16,5.05,6.3,3.0,9.3,17	
Rod Thorn\thornro01,15.23,1.26,0.9,2.15,2.7,0.8,3.5,8	
Rodney Buford\buforro01,9.66,-0.22,0.78,0.56,0.1,0.7,0.8,5	
Rodney Carney\carnero01,11.82,0.5,0.76,1.24,0.4,1.2,1.6,5	
Rodney Hood\hoodro01,14.03,1.83,1.4,3.23,3.4,2.5,6.0,3	
Rodney McCray\mccraro01,13.89,3.29,2.32,5.59,5.6,3.8,9.4,10	
Rodney McGruder\mcgruro01,9.4,0.3,0.5,0.8,0.3,0.5,0.8,1	
Rodney Monroe\monroro01,8.8,-0.4,0.2,-0.2,-0.4,0.2,-0.2,1	
Rodney Rogers\rogerro01,14.15,1.13,2.1,3.23,3.4,3.9,7.4,12	
Rodney Stuckey\stuckro01,14.73,1.77,1.15,2.9,4.4,0.6,5.0,10	
Rodney White\whitero02,12.38,-0.5,0.93,0.42,0.8,0.9,1.8,4	
Rodrick Rhodes\rhodero01,-0.27,-0.77,0.2,-0.57,-0.1,0.0,-0.1,3	
Rodrigue Beaubois\beaubro01,13.95,0.3,0.9,1.2,0.5,1.7,2.2,4	
Roger Brown\brownro02,5.5,-0.05,0.2,0.18,0.0,0.4,0.4,4	
Roger Burkman\burkmro01,15.5,0.0,0.1,0.1,0.0,0.1,0.1,1	
Roger Mason\masonro01,9.51,0.64,0.66,1.29,1.9,2.9,4.7,10	
Roger Phegley\pheglro01,11.53,0.9,0.52,1.43,2.9,0.8,3.7,6	
Roger Powell\powelro01,-8.3,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Roger Strickland\stricro01,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,1	
Roko Ukic\ukicro01,11.0,-0.35,0.25,-0.1,0.1,0.1,0.2,2	
Roland West\westro01,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Rolando Blackman\blackro01,16.22,4.52,1.27,5.83,8.3,1.5,9.8,13	
Rolando Ferreira\ferrero01,-7.6,-0.3,0.0,-0.2,-0.3,0.0,-0.2,1	
Ron Anderson\anderro01,13.74,1.38,1.03,2.42,3.5,0.9,4.4,10	
Ron Baker\bakerro01,4.8,-0.2,0.0,-0.1,-0.2,0.0,-0.1,1	
Ron Behagen\behagro01,13.13,0.27,1.6,1.86,1.8,2.5,4.3,7	
Ron Bonham\bonharo01,17.35,0.4,0.6,1.0,1.0,0.8,1.8,2	
Ron Boone\boonero01,12.38,1.24,1.06,2.3,6.1,2.0,8.1,5	
Ron Brewer\brewero01,12.31,1.18,0.99,2.17,3.3,2.3,5.6,8	
Ron Carter\cartero01,6.75,-0.25,0.2,-0.05,-0.3,0.3,0.0,2	
Ron Cavenall\cavenro01,5.75,-0.5,0.35,-0.1,0.0,0.0,0.0,2	
Ron Crevier\creviro01,-31.7,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Ron Davis\davisro01,6.83,-0.17,0.23,0.03,0.0,0.6,0.6,3	
Ron Filipek\filipro01,13.5,-0.2,0.1,0.0,-0.2,0.1,0.0,1	
Ron Grandison\grandro01,12.88,0.07,0.17,0.28,0.3,0.3,0.6,4	
Ron Harper\harpero01,15.31,1.45,2.93,4.39,5.1,5.1,10.2,15	
Ron Horn\hornro01,-0.15,-0.25,0.15,-0.1,-0.3,0.3,0.0,2	
Ron Johnson\johnsro01,7.5,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Ron Knight\knighro01,11.15,-0.3,0.35,0.05,-0.3,0.6,0.3,2	
Ron Lee\leero01,12.07,-0.68,2.48,1.78,0.0,3.8,3.8,6	
Ron Mercer\mercero01,11.66,0.16,1.05,1.18,2.2,1.9,4.0,8	
Ron Moore\moorero01,2.0,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Ron Reed\reedro01,11.85,-2.15,1.6,-0.5,-2.0,1.8,-0.2,2	
Ron Riley\rileyro01,11.12,-0.15,0.8,0.62,0.2,1.4,1.6,4	
Ron Rowan\rowanro01,22.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ron Sobie\sobiero01,11.1,0.0,0.1,0.1,0.0,0.1,0.1,1	
Ron Watts\wattsro01,16.6,-0.15,0.1,-0.05,0.0,0.0,0.0,2	
Ron Williams\williro01,12.44,1.44,1.5,2.94,3.9,2.2,6.1,8	
Ronald Dupree\duprero01,9.13,-0.03,0.35,0.32,0.4,0.7,1.0,6	
Ronald Murray\murraro01,11.72,0.09,0.98,1.05,1.2,2.0,3.1,8	
Rondae Hollis-Jefferson\holliro01,12.0,0.15,0.5,0.65,0.5,0.7,1.2,2	
Ronnie Brewer\brewero02,12.71,1.84,2.0,3.8,5.4,2.4,7.8,8	
Ronnie Lester\lestero01,11.08,0.57,0.48,1.05,2.6,1.3,3.9,6	
Ronnie Murphy\murphro01,2.9,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Ronnie Price\pricero01,9.11,-0.23,0.57,0.35,0.4,1.0,1.4,11	
Ronnie Valentine\valenro01,10.3,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Ronny Turiaf\turiaro01,12.33,1.01,0.91,1.93,2.0,2.1,4.2,10	
Rony Seikaly\seikaro01,14.03,1.02,2.38,3.39,3.5,3.3,6.8,11	
Rory Sparrow\sparrro01,11.08,0.86,1.49,2.34,2.9,2.7,5.6,12	
Rory White\whitero01,12.76,0.78,0.5,1.3,2.3,0.3,2.6,5	
Roshown McLeod\mcleoro01,10.3,-0.3,0.37,0.1,-0.1,0.5,0.4,3	
Rowland Garrett\garrero01,13.42,0.38,0.68,1.08,1.6,1.5,3.1,5	
Roy Hamilton\hamilro01,9.75,-0.35,0.15,-0.2,0.0,0.0,0.0,2	
Roy Hibbert\hibbero01,15.38,1.16,2.73,3.87,3.2,3.0,6.2,9	
Roy Hinson\hinsoro01,14.14,1.74,2.04,3.77,4.5,2.9,7.4,8	
Roy Marble\marblro01,1.0,-0.3,0.05,-0.25,-0.2,0.0,-0.2,2	
Roy Rogers\rogerro02,9.8,0.03,0.53,0.57,0.3,1.1,1.4,3	
Roy Tarpley\tarplro01,19.38,1.1,2.25,3.3,3.5,4.4,7.8,6	
Royal Ivey\iveyro01,5.88,0.17,0.3,0.46,0.5,0.5,1.0,10	
Royce White\whitero03,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ruben Boumtje-Boumtje\boumtru01,9.43,-0.03,0.1,0.07,-0.1,0.3,0.2,3	
Ruben Garces\garceru01,9.7,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Ruben Nembhard\nembhru01,13.3,0.0,0.2,0.2,0.0,0.2,0.2,1	
Ruben Patterson\patteru01,16.19,2.19,1.32,3.52,4.6,2.1,6.7,10	
Ruben Wolkowyski\wolkoru01,3.8,-0.15,0.1,-0.05,0.0,0.0,0.0,2	
Rudy Fernandez\fernaru01,13.82,2.12,1.4,3.52,4.3,1.8,6.1,4	
Rudy Gay\gayru01,16.78,2.05,2.28,4.31,4.0,2.4,6.4,11	
Rudy Gobert\goberru01,18.45,2.47,2.6,5.08,5.0,4.3,9.3,4	
Rudy Hackett\hackeru01,8.9,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Rudy LaRusso\larusru01,15.28,3.59,2.54,6.14,5.8,2.9,8.8,10	
Rudy Macklin\macklru01,9.73,0.03,1.03,1.1,0.5,1.2,1.8,3	
Rudy Tomjanovich\tomjaru01,16.35,4.72,1.67,6.41,10.8,2.1,12.8,11	
Rudy White\whiteru01,8.94,-0.04,0.12,0.04,0.1,0.1,0.2,5	
Rumeal Robinson\robinru01,11.45,-0.17,1.02,0.85,0.7,1.7,2.4,6	
Russ Lee\leeru01,14.07,-0.13,0.3,0.17,-0.1,0.4,0.3,3	
Russ Schoene\schoeru01,10.68,0.28,0.85,1.15,0.7,1.0,1.8,4	
Russ Smith\smithru01,7.85,-0.15,0.1,-0.1,-0.2,0.1,-0.1,2	
Russell Cross\crossru01,15.3,0.5,0.3,0.8,0.5,0.3,0.8,1	
Russell Westbrook\westbru01,23.74,4.99,2.86,7.83,10.0,4.0,14.0,9	
Rusty LaRue\larueru01,7.34,-0.12,0.2,0.1,-0.3,0.5,0.3,5	
Ryan Anderson\anderry01,17.12,3.21,1.11,4.3,7.0,1.9,8.9,9	
Ryan Bowen\bowenry01,12.28,0.53,0.71,1.26,1.9,1.2,3.1,10	
Ryan Gomes\gomesry01,10.2,1.44,0.97,2.41,3.6,1.2,4.8,8	
Ryan Hollins\holliry01,11.0,0.61,0.45,1.05,1.3,0.5,1.8,10	
Ryan Humphrey\humphry01,4.43,-0.43,0.27,-0.13,-0.3,0.4,0.1,3	
Ryan Kelly\kellyry01,11.03,0.4,0.35,0.78,1.5,0.7,2.2,4	
Ryan Lorthridge\lorthry01,12.9,0.2,0.2,0.4,0.2,0.2,0.4,1	
Ryan Reid\reidry01,17.6,0.0,0.0,0.1,0.0,0.0,0.1,1	
Ryan Robertson\roberry01,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ryan Stack\stackry01,7.15,-0.1,0.15,0.15,0.2,0.1,0.4,2	
Salah Mejri\mejrisa01,15.85,0.4,0.6,1.0,0.6,0.7,1.3,2	
Salim Stoudamire\stoudsa01,11.67,0.57,0.13,0.77,1.1,0.0,1.2,3	
Sam Bowie\bowiesa01,14.03,0.86,1.81,2.68,2.2,3.5,5.7,10	
Sam Cassell\cassesa01,19.03,4.39,1.43,5.85,8.8,3.3,12.1,15	
Sam Dekker\dekkesa01,12.7,0.4,0.2,0.6,0.8,0.4,1.2,2	
Sam Jacobson\jacobsa01,14.13,0.27,0.07,0.37,0.7,0.2,0.9,3	
Sam Jones*\jonessa01,18.68,4.49,3.99,8.5,7.3,5.5,12.8,10	
Sam Lacey\laceysa01,13.48,0.69,3.22,3.91,3.2,4.6,7.7,13	
Sam Mack\macksa01,10.84,0.71,0.36,1.04,2.6,0.3,2.8,7	
Sam Mitchell\mitchsa01,12.19,2.01,1.19,3.21,4.7,1.4,6.1,13	
Sam Pellom\pellosa01,9.53,0.12,1.0,1.18,0.4,1.8,2.2,4	
Sam Perkins\perkisa01,15.14,3.67,2.54,6.19,5.9,2.6,8.5,17	
Sam Sibert\sibersa01,6.4,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Sam Smith\smithsa02,14.2,0.25,0.3,0.5,0.4,0.4,0.8,2	
Sam Stith\stithsa01,7.9,-0.4,0.3,-0.1,-0.4,0.3,-0.1,1	
Sam Vincent\vincesa01,13.51,0.79,0.76,1.54,1.8,1.5,3.3,7	
Sam Williams\willisa01,10.8,-0.4,0.2,-0.2,0.0,0.0,0.0,2	
Sam Williams\willisa02,12.62,0.55,1.67,2.23,2.0,1.7,3.7,4	
Sam Worthen\worthsa01,5.4,-0.2,0.5,0.35,-0.4,1.0,0.7,2	
Sam Young\youngsa01,10.68,0.3,1.05,1.3,1.1,1.8,2.9,4	
Samaki Walker\walkesa01,9.79,0.33,1.08,1.44,2.4,2.8,5.3,10	
Samardo Samuels\samuesa01,9.67,-0.07,0.27,0.2,0.2,0.5,0.7,3	
Samuel Dalembert\dalemsa01,15.22,1.38,2.56,3.95,3.0,4.0,6.9,13	
Sarunas Jasikevicius\jasiksa01,12.65,1.1,1.1,2.2,1.6,1.7,3.3,2	
Sarunas Marciulionis*\marcisa01,15.71,2.07,0.77,2.87,4.9,1.4,6.4,7	
Sasha Danilovic\danilsa01,12.65,0.85,1.3,2.15,0.8,2.0,2.8,2	
Sasha Kaun\kaunsa01,12.5,0.0,0.2,0.2,0.0,0.2,0.2,1	
Sasha Pavlovic\pavloal01,7.68,-0.24,0.92,0.68,0.8,2.3,3.1,10	
Sasha Vujacic\vujacsa01,9.94,0.81,0.76,1.58,1.8,1.9,3.7,10	
Scooter McCray\mccrasc01,7.4,-0.17,0.3,0.13,-0.2,0.5,0.3,3	
Scot Pollard\pollasc01,12.79,1.09,1.32,2.41,3.4,3.5,6.8,11	
Scott Brooks\brooksc01,14.38,1.57,0.76,2.34,2.9,1.7,4.6,10	
Scott Burrell\burresc01,13.0,0.92,1.12,2.05,2.8,2.9,5.6,8	
Scott English\englisc01,11.2,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Scott Haffner\haffnsc01,9.1,-0.25,0.15,-0.1,-0.4,0.3,-0.1,2	
Scott Haskin\haskisc01,11.3,0.0,0.3,0.3,0.0,0.3,0.3,1	
Scott Hastings\hastisc01,9.28,0.26,0.65,0.87,0.5,1.6,2.1,11	
Scott Lloyd\lloydsc01,8.32,0.03,0.38,0.42,1.0,0.4,1.3,6	
Scott Machado\machasc01,6.0,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Scott May\maysc01,13.41,1.34,1.14,2.47,2.6,2.9,5.4,7	
Scott Meents\meentsc01,10.65,-0.1,0.1,0.05,0.1,0.1,0.2,2	
Scott Padgett\padgesc01,12.29,0.7,0.96,1.64,2.3,1.2,3.5,8	
Scott Roth\rothsc01,9.83,-0.2,0.6,0.37,-0.2,1.0,0.7,3	
Scott Sims\simssc01,5.2,-0.2,0.1,-0.2,-0.2,0.1,-0.2,1	
Scott Skiles\skilesc01,12.66,2.23,0.82,3.06,5.6,2.4,8.0,10	
Scott Wedman\wedmasc01,13.15,2.31,1.83,4.13,6.0,2.6,8.6,13	
Scott Williams\willisc01,12.41,0.74,1.02,1.76,1.4,2.5,3.9,15	
Scottie Pippen*\pippesc01,17.94,3.4,3.95,7.36,7.8,5.2,13.1,17	
Scotty Hopson\hopsosc01,-6.5,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Sean Colson\colsose01,6.8,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Sean Elliott\elliose01,13.13,2.62,2.02,4.63,5.1,3.7,8.8,12	
Sean Green\greense01,11.67,-0.6,0.13,-0.47,0.0,0.0,0.0,3	
Sean Higgins\higgise01,5.5,-0.18,0.27,0.08,0.0,0.4,0.4,6	
Sean Kilpatrick\kilpase01,13.53,0.5,0.03,0.53,1.0,0.0,1.0,3	
Sean Lampley\lamplse01,17.0,0.3,0.2,0.55,0.4,0.4,0.9,2	
Sean Marks\marksse01,9.34,-0.04,0.28,0.25,0.2,1.0,1.2,11	
Sean May\mayse01,13.08,0.13,0.55,0.65,1.3,1.0,2.2,4	
Sean Rooks\rooksse01,11.38,0.56,0.78,1.36,1.9,1.1,3.0,12	
Sean Singletary\singlse01,6.7,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Sean Williams\willise01,12.1,0.13,0.65,0.75,0.8,1.7,2.5,4	
Sebastian Telfair\telfase01,10.88,0.0,0.5,0.49,0.4,0.7,1.1,10	
Sedale Threatt\threase01,13.76,2.16,1.28,3.44,4.7,2.6,7.3,14	
Sedric Toney\toneyse01,2.46,-0.16,0.16,-0.0,0.1,0.2,0.3,5	
Semaj Christon\chrisse01,6.0,-0.3,0.3,0.0,-0.3,0.3,0.0,1	
Semih Erden\erdense01,10.1,0.25,0.65,0.9,0.3,1.1,1.4,2	
Serge Ibaka\ibakase01,17.45,3.21,3.0,6.23,5.2,4.4,9.6,8	
Sergei Bazarevich\bazarse01,13.6,0.1,0.1,0.2,0.1,0.1,0.2,1	
Sergei Monia\moniase01,6.3,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Sergey Karasev\karasse01,7.1,0.1,0.2,0.3,0.3,0.4,0.7,3	
Sergio Rodriguez\rodrise01,12.46,0.14,0.64,0.78,0.5,1.2,1.7,5	
Seth Curry\curryse01,7.0,0.3,0.15,0.45,1.2,0.2,1.4,4	
